,Median_hh_income,Total_population,Total_white_population,Percent_white_population,Percent_black_population,Average_hh_size,Percent_hh_built_1950s,Percent_hh_built_1960s,Percent_commute_drive,Percent_commute_walk,Percent_commute_pubtransit,Percent_home_owner_units,Percent_family_hhs,Percent_ed_bachelor_higher,NAME,state,county,tract,suburb_house_decades,Suburbanism_Flag,Housing_Age_Flag,Suburbanism_Extra_Flag,Combined_Flag,GEOID
1140,57010.0,4902.0,4902.0,100.0,0.0,2.44,6.6,8.4,89.0,1.8,0.1,1612.0,68.3,12.3,"Census Tract 206, Oswego County, New York",36,075,020600,15.0,1,0,0,0,36075020600
1141,51032.0,3510.0,3479.0,99.1,0.9,2.85,7.4,17.4,74.7,4.0,0.0,1045.0,76.6,14.8,"Census Tract 203.02, Oswego County, New York",36,075,020302,24.799999999999997,0,1,0,0,36075020302
1142,63043.0,5903.0,5885.0,99.7,0.7,2.61,9.8,8.5,76.9,0.9,0.8,1971.0,72.7,21.3,"Census Tract 209.02, Oswego County, New York",36,075,020902,18.3,1,0,0,0,36075020902
1143,49386.0,4701.0,4631.0,98.5,2.3,2.78,4.5,4.9,79.4,2.5,2.1,1358.0,70.8,8.2,"Census Tract 213, Oswego County, New York",36,075,021300,9.4,1,0,0,0,36075021300
1144,59110.0,6667.0,6586.0,98.8,0.0,2.32,8.8,12.2,82.4,1.1,2.2,2292.0,64.6,20.6,"Census Tract 215.02, Oswego County, New York",36,075,021502,21.0,0,0,0,0,36075021502
1145,53316.0,6627.0,6516.0,98.3,1.5,2.69,5.8,14.5,81.3,2.8,0.0,1939.0,75.2,18.0,"Census Tract 212, Oswego County, New York",36,075,021200,20.3,1,0,0,0,36075021200
1146,72768.0,3669.0,3017.0,82.2,7.9,2.38,10.1,6.7,73.7,1.4,7.5,741.0,53.9,34.1,"Census Tract 121, Orange County, New York",36,071,012100,16.8,0,0,0,0,36071012100
1147,117857.0,3928.0,3550.0,90.4,3.3,3.03,29.4,14.5,73.9,0.0,16.8,1218.0,83.1,45.9,"Census Tract 4084, Nassau County, New York",36,059,408400,43.9,1,1,1,1,36059408400
1148,113886.0,4750.0,3655.0,76.9,4.6,3.29,60.6,3.3,76.5,1.3,14.1,1291.0,76.9,30.6,"Census Tract 4086, Nassau County, New York",36,059,408600,63.9,1,1,0,1,36059408600
1149,113403.0,5822.0,4948.0,85.0,2.4,3.21,42.4,4.8,74.7,3.9,14.3,1585.0,81.7,33.4,"Census Tract 4089, Nassau County, New York",36,059,408900,47.199999999999996,0,1,0,0,36059408900
1150,125930.0,5163.0,4979.0,96.4,0.3,3.14,74.3,3.4,80.7,0.5,9.9,1575.0,85.3,38.0,"Census Tract 4096, Nassau County, New York",36,059,409600,77.7,1,1,1,1,36059409600
1151,88878.0,4066.0,1878.0,46.2,25.5,3.04,38.3,4.9,65.4,2.0,16.0,1237.0,75.2,35.4,"Census Tract 4100, Nassau County, New York",36,059,410000,43.199999999999996,1,1,0,1,36059410000
1152,95938.0,6939.0,2227.0,32.1,38.8,3.51,43.8,6.6,58.2,3.2,23.2,1648.0,82.6,35.2,"Census Tract 4103, Nassau County, New York",36,059,410300,50.4,0,1,0,0,36059410300
1153,116250.0,3971.0,3317.0,83.5,9.1,3.12,23.3,48.7,71.9,2.4,16.6,1086.0,76.6,62.8,"Census Tract 4113.01, Nassau County, New York",36,059,411301,72.0,1,1,1,1,36059411301
1154,211250.0,2723.0,2539.0,93.2,1.8,3.01,34.4,12.7,67.8,1.1,14.1,886.0,81.9,76.1,"Census Tract 4115, Nassau County, New York",36,059,411500,47.099999999999994,1,1,1,1,36059411500
1155,124861.0,2622.0,2278.0,86.9,7.3,2.92,27.0,12.0,65.1,1.5,22.2,872.0,79.7,51.1,"Census Tract 4151.01, Nassau County, New York",36,059,415101,39.0,1,1,1,1,36059415101
1156,131985.0,4460.0,4104.0,92.0,0.0,2.93,16.8,39.6,71.0,2.7,13.8,1455.0,86.5,62.6,"Census Tract 4154.02, Nassau County, New York",36,059,415402,56.400000000000006,1,1,1,1,36059415402
1157,142891.0,6076.0,5998.0,98.7,0.2,3.23,36.9,20.7,73.4,0.7,16.3,1699.0,85.0,41.1,"Census Tract 4157, Nassau County, New York",36,059,415700,57.599999999999994,1,1,1,1,36059415700
1158,111145.0,6412.0,6169.0,96.2,0.0,2.89,24.8,16.1,73.2,0.0,13.2,1936.0,77.0,46.1,"Census Tract 4161, Nassau County, New York",36,059,416100,40.900000000000006,1,1,1,1,36059416100
1159,96250.0,5723.0,5212.0,91.1,4.5,2.11,14.1,13.7,63.3,8.1,14.2,1434.0,48.6,54.2,"Census Tract 4166, Nassau County, New York",36,059,416600,27.799999999999997,0,1,0,0,36059416600
1160,123684.0,3958.0,3578.0,90.4,4.4,2.73,35.3,11.7,79.8,0.0,14.7,1291.0,76.8,65.8,"Census Tract 5175, Nassau County, New York",36,059,517500,47.0,1,1,1,1,36059517500
1161,107125.0,4963.0,4455.0,89.8,2.3,2.88,39.4,11.1,74.6,0.6,10.7,1454.0,76.7,58.4,"Census Tract 5176, Nassau County, New York",36,059,517600,50.5,1,1,1,1,36059517600
1162,98125.0,3174.0,2576.0,81.2,4.1,2.62,20.5,11.1,76.1,0.6,12.9,816.0,66.1,41.4,"Census Tract 5178.02, Nassau County, New York",36,059,517802,31.6,0,1,0,0,36059517802
1163,105559.0,2695.0,2581.0,95.8,1.2,2.49,11.9,20.5,73.4,6.2,11.9,840.0,73.3,42.3,"Census Tract 5179.02, Nassau County, New York",36,059,517902,32.4,0,1,0,0,36059517902
1164,115194.0,4039.0,1494.0,37.0,5.0,3.38,50.9,9.3,63.4,0.2,24.4,1131.0,86.5,46.7,"Census Tract 3032.01, Nassau County, New York",36,059,303201,60.2,1,1,0,1,36059303201
1165,83601.0,4318.0,1523.0,35.3,40.6,3.65,30.4,10.3,65.9,5.1,10.4,811.0,70.0,32.4,"Census Tract 3041, Nassau County, New York",36,059,304100,40.7,0,1,0,0,36059304100
1166,121394.0,3393.0,2277.0,67.1,2.2,3.48,8.8,5.1,61.2,4.2,22.0,887.0,87.1,49.1,"Census Tract 4043, Nassau County, New York",36,059,404300,13.9,0,0,0,0,36059404300
1167,86944.0,5569.0,1474.0,26.5,31.4,3.66,44.6,9.4,65.4,3.4,19.6,1118.0,82.5,23.7,"Census Tract 4050, Nassau County, New York",36,059,405000,54.0,1,1,0,1,36059405000
1168,116016.0,3886.0,2851.0,73.4,7.5,3.42,29.5,8.6,79.8,1.5,9.4,878.0,86.2,33.8,"Census Tract 4053.01, Nassau County, New York",36,059,405301,38.1,1,1,0,1,36059405301
1169,101442.0,5484.0,4392.0,80.1,2.3,3.37,26.5,6.9,78.9,4.1,9.9,1400.0,84.5,31.3,"Census Tract 4055, Nassau County, New York",36,059,405500,33.4,0,1,0,0,36059405500
1170,174591.0,6811.0,6321.0,92.8,3.9,3.15,24.3,7.4,62.1,1.2,28.0,2062.0,84.6,74.9,"Census Tract 4065.01, Nassau County, New York",36,059,406501,31.700000000000003,1,1,1,1,36059406501
1171,73359.0,5680.0,907.0,16.0,57.7,4.03,44.0,3.7,65.1,3.2,17.9,806.0,84.3,22.1,"Census Tract 4071.01, Nassau County, New York",36,059,407101,47.7,1,1,0,1,36059407101
1172,106302.0,5698.0,4337.0,76.1,4.6,3.2,70.3,5.7,73.9,0.0,10.5,1596.0,78.3,41.9,"Census Tract 4078.01, Nassau County, New York",36,059,407801,76.0,1,1,0,1,36059407801
1173,101496.0,6315.0,4890.0,77.4,2.9,2.99,61.5,3.2,81.4,0.0,7.0,1940.0,77.1,41.3,"Census Tract 4081, Nassau County, New York",36,059,408100,64.7,1,1,0,1,36059408100
1174,93641.0,7057.0,5638.0,79.9,6.5,3.07,68.3,10.5,77.9,0.0,6.1,2030.0,78.8,40.2,"Census Tract 4083, Nassau County, New York",36,059,408300,78.8,1,1,1,1,36059408300
1175,82581.0,4077.0,3624.0,88.9,2.2,3.1,22.4,5.4,54.1,5.6,20.9,858.0,72.4,52.4,"Census Tract 3003, Nassau County, New York",36,059,300300,27.799999999999997,0,1,0,0,36059300300
1176,94524.0,6195.0,5496.0,88.7,0.7,3.3,19.3,7.5,59.9,2.2,22.5,1572.0,86.1,53.5,"Census Tract 3004, Nassau County, New York",36,059,300400,26.8,1,1,1,1,36059300400
1177,139167.0,8636.0,5599.0,64.8,4.7,2.37,10.8,2.8,69.4,0.9,12.1,3044.0,70.2,60.4,"Census Tract 3009, Nassau County, New York",36,059,300900,13.600000000000001,1,0,0,0,36059300900
1178,84917.0,4524.0,2998.0,66.3,7.4,2.86,23.0,10.0,44.4,16.0,23.0,815.0,77.0,41.8,"Census Tract 3013, Nassau County, New York",36,059,301300,33.0,0,1,0,0,36059301300
1179,178750.0,4785.0,3847.0,80.4,2.7,3.07,37.0,14.0,50.5,2.0,31.1,1417.0,83.4,76.3,"Census Tract 3016, Nassau County, New York",36,059,301600,51.0,0,1,0,0,36059301600
1180,106550.0,2584.0,1750.0,67.7,3.6,3.03,15.9,2.3,67.4,3.2,14.3,658.0,81.5,43.7,"Census Tract 3026, Nassau County, New York",36,059,302600,18.2,0,0,0,0,36059302600
1181,102292.0,5059.0,4202.0,83.1,1.4,2.98,30.1,2.7,75.9,3.9,11.7,1523.0,77.6,38.4,"Census Tract 3035, Nassau County, New York",36,059,303500,32.800000000000004,0,1,0,0,36059303500
1182,75525.0,4352.0,2672.0,61.4,11.6,2.59,21.5,8.2,76.8,0.0,9.7,994.0,53.7,33.9,"Census Tract 3040.02, Nassau County, New York",36,059,304002,29.7,0,1,0,0,36059304002
1183,126389.0,6210.0,4240.0,68.3,3.2,3.35,30.3,11.5,69.8,2.5,22.0,1646.0,84.2,44.7,"Census Tract 4047, Nassau County, New York",36,059,404700,41.8,1,1,0,1,36059404700
1184,59107.0,2677.0,2365.0,88.3,7.7,1.79,10.3,10.4,77.0,2.1,5.9,375.0,23.8,53.2,"Census Tract 78.01, Monroe County, New York",36,055,007801,20.700000000000003,0,0,0,0,36055007801
1185,36957.0,3516.0,1463.0,41.6,45.3,3.08,38.8,4.3,65.7,3.8,5.5,805.0,67.6,5.9,"Census Tract 82, Monroe County, New York",36,055,008200,43.099999999999994,0,1,0,0,36055008200
1186,33333.0,3811.0,1502.0,39.4,57.7,2.19,29.2,4.5,87.8,0.0,2.2,1129.0,54.3,17.6,"Census Tract 83.01, Monroe County, New York",36,055,008301,33.7,0,1,0,0,36055008301
1187,32417.0,2346.0,963.0,41.0,48.6,2.48,12.0,20.4,80.5,3.6,10.0,432.0,58.2,8.1,"Census Tract 88, Monroe County, New York",36,055,008800,32.4,0,1,0,0,36055008800
1188,75863.0,3819.0,3688.0,96.6,7.5,2.46,17.2,4.9,87.0,0.8,0.4,1496.0,69.7,50.7,"Census Tract 103, Monroe County, New York",36,055,010300,22.1,1,0,1,0,36055010300
1189,65190.0,4807.0,3946.0,82.1,16.0,2.2,30.7,20.4,76.5,0.0,4.1,1665.0,61.9,28.4,"Census Tract 110, Monroe County, New York",36,055,011000,51.099999999999994,0,1,0,0,36055011000
1190,83555.0,7180.0,6350.0,88.4,10.3,2.42,4.8,11.0,90.3,0.0,2.7,2145.0,63.4,54.4,"Census Tract 115.01, Monroe County, New York",36,055,011501,15.8,0,0,0,0,36055011501
1191,72740.0,5869.0,5550.0,94.6,2.1,2.28,7.2,52.9,89.7,0.0,0.0,2283.0,73.2,52.9,"Census Tract 119.02, Monroe County, New York",36,055,011902,60.1,1,1,1,1,36055011902
1192,82194.0,4744.0,4538.0,95.7,1.7,2.08,27.7,15.3,91.8,0.0,0.6,1431.0,55.7,67.8,"Census Tract 126, Monroe County, New York",36,055,012600,43.0,0,1,0,0,36055012600
1193,56721.0,4446.0,3689.0,83.0,9.5,2.05,16.2,18.1,79.8,2.4,0.6,907.0,44.6,65.1,"Census Tract 128, Monroe County, New York",36,055,012800,34.3,0,1,0,0,36055012800
1194,64947.0,6499.0,5549.0,85.4,9.9,2.43,33.3,19.7,89.3,0.0,1.2,2326.0,63.9,43.0,"Census Tract 131.01, Monroe County, New York",36,055,013101,53.0,0,1,0,0,36055013101
1195,85046.0,3499.0,3385.0,96.7,2.8,2.54,17.5,16.7,89.7,0.0,0.0,1198.0,75.3,46.6,"Census Tract 133, Monroe County, New York",36,055,013300,34.2,1,1,1,1,36055013300
1196,49718.0,5895.0,5514.0,93.5,3.7,2.44,30.3,5.9,87.0,4.4,0.4,1909.0,64.2,21.3,"Census Tract 138, Monroe County, New York",36,055,013800,36.2,0,1,0,0,36055013800
1197,58849.0,4534.0,4329.0,95.5,6.4,2.51,16.3,42.6,88.0,3.2,0.0,1512.0,65.3,30.4,"Census Tract 141.03, Monroe County, New York",36,055,014103,58.900000000000006,0,1,0,0,36055014103
1198,74036.0,5334.0,5258.0,98.6,0.5,2.55,12.0,16.1,92.9,1.3,0.0,1826.0,72.1,31.4,"Census Tract 148.02, Monroe County, New York",36,055,014802,28.1,1,1,1,1,36055014802
1199,65000.0,5954.0,5798.0,97.4,2.4,2.74,13.8,3.8,91.5,3.0,0.1,1377.0,69.5,40.9,"Census Tract 149.01, Monroe County, New York",36,055,014901,17.6,1,0,1,0,36055014901
1200,70441.0,3717.0,3632.0,97.7,1.6,2.62,3.5,15.9,87.3,0.6,0.0,1140.0,68.0,29.8,"Census Tract 154, Monroe County, New York",36,055,015400,19.4,1,0,1,0,36055015400
1201,23125.0,802.0,157.0,19.6,73.7,2.6,22.5,9.3,47.5,15.1,22.6,82.0,49.2,2.0,"Census Tract 15, Monroe County, New York",36,055,001500,31.8,0,1,0,0,36055001500
1202,32201.0,4945.0,3282.0,66.4,30.6,2.07,19.5,2.8,82.6,0.0,6.5,1221.0,45.5,11.4,"Census Tract 18, Monroe County, New York",36,055,001800,22.3,0,1,0,0,36055001800
1203,36978.0,3659.0,1687.0,46.1,48.3,2.79,2.9,1.2,70.6,2.7,11.3,581.0,65.0,17.7,"Census Tract 21, Monroe County, New York",36,055,002100,4.1,0,0,0,0,36055002100
1204,51250.0,2425.0,2097.0,86.5,4.9,1.93,7.7,1.4,84.1,1.6,3.7,634.0,41.6,53.6,"Census Tract 36, Monroe County, New York",36,055,003600,9.1,0,0,0,0,36055003600
1205,-666666666.0,2470.0,1815.0,73.5,6.6,-666666666.0,-666666666.0,-666666666.0,13.4,66.7,4.8,0.0,-666666666.0,64.9,"Census Tract 38.02, Monroe County, New York",36,055,003802,-1333333332.0,0,0,0,0,36055003802
1206,14603.0,2028.0,653.0,32.2,48.0,2.98,0.0,2.5,58.3,4.9,17.3,133.0,68.1,5.9,"Census Tract 50, Monroe County, New York",36,055,005000,2.5,0,0,0,0,36055005000
1207,34790.0,3974.0,1348.0,33.9,58.4,2.75,8.5,8.1,68.0,4.7,3.9,527.0,62.0,14.4,"Census Tract 58, Monroe County, New York",36,055,005800,16.6,0,0,0,0,36055005800
1208,25809.0,2589.0,378.0,14.6,87.5,2.79,5.8,1.5,73.0,1.8,17.5,308.0,65.4,4.3,"Census Tract 64, Monroe County, New York",36,055,006400,7.3,0,0,0,0,36055006400
1209,48491.0,3345.0,995.0,29.7,69.1,2.89,4.6,13.0,68.0,3.2,6.8,593.0,62.5,18.0,"Census Tract 71, Monroe County, New York",36,055,007100,17.6,0,0,0,0,36055007100
1210,16078.0,1436.0,266.0,18.5,80.2,2.0,1.8,2.9,75.0,5.3,17.5,102.0,44.6,8.3,"Census Tract 96.01, Monroe County, New York",36,055,009601,4.7,0,0,0,0,36055009601
1211,32813.0,3077.0,1008.0,32.8,49.7,3.18,1.3,9.1,58.7,4.8,21.7,296.0,70.4,12.2,"Census Tract 22, Monroe County, New York",36,055,002200,10.4,0,0,0,0,36055002200
1212,37969.0,2436.0,634.0,26.0,71.7,2.34,7.2,6.8,74.9,1.1,10.1,533.0,59.5,18.9,"Census Tract 62, Monroe County, New York",36,055,006200,14.0,0,0,0,0,36055006200
1213,69911.0,1940.0,1888.0,97.3,3.5,2.24,51.4,9.5,88.9,0.0,0.0,817.0,67.6,47.5,"Census Tract 112.03, Monroe County, New York",36,055,011203,60.9,1,1,1,1,36055011203
1214,49118.0,2550.0,2301.0,90.2,6.3,1.93,6.6,1.1,79.5,2.2,0.9,377.0,48.1,28.7,"Census Tract 127, Albany County, New York",36,001,012700,7.699999999999999,0,0,0,0,36001012700
1215,36944.0,3439.0,3218.0,93.6,12.4,1.97,4.9,5.1,84.8,1.2,3.0,302.0,40.6,8.8,"Census Tract 129, Albany County, New York",36,001,012900,10.0,0,0,0,0,36001012900
1216,74286.0,2743.0,2420.0,88.2,2.6,2.78,36.9,18.8,84.2,1.1,0.4,781.0,71.2,40.8,"Census Tract 135.05, Albany County, New York",36,001,013505,55.7,1,1,1,1,36001013505
1217,89471.0,6148.0,5247.0,85.3,11.3,2.53,18.6,21.8,84.7,0.0,4.2,1963.0,66.4,53.7,"Census Tract 137.07, Albany County, New York",36,001,013707,40.400000000000006,0,1,0,0,36001013707
1218,105701.0,8458.0,7943.0,93.9,1.3,2.76,3.5,2.5,80.8,3.6,1.0,2588.0,74.0,49.7,"Census Tract 143.02, Albany County, New York",36,001,014302,6.0,0,0,0,0,36001014302
1219,87917.0,1742.0,1634.0,93.8,2.0,2.48,9.3,7.8,88.4,2.4,0.9,504.0,66.2,49.8,"Census Tract 146.12, Albany County, New York",36,001,014612,17.1,0,0,0,0,36001014612
1220,82056.0,2818.0,2791.0,99.0,0.5,2.87,10.5,6.0,79.6,4.0,0.0,880.0,79.2,33.4,"Census Tract 147, Albany County, New York",36,001,014700,16.5,0,0,0,0,36001014700
1221,73385.0,2811.0,2759.0,98.2,0.5,2.53,9.5,9.1,82.4,0.9,0.0,1021.0,72.4,29.9,"Census Tract 148.01, Albany County, New York",36,001,014801,18.6,1,0,1,0,36001014801
1222,57375.0,1752.0,1729.0,98.7,2.1,2.41,7.0,4.9,80.3,1.6,1.4,644.0,60.2,24.8,"Census Tract 148.02, Albany County, New York",36,001,014802,11.9,0,0,0,0,36001014802
1223,27250.0,1939.0,644.0,33.2,67.5,2.24,5.5,8.3,81.7,1.2,9.6,230.0,49.0,14.4,"Census Tract 1, Albany County, New York",36,001,000100,13.8,0,0,0,0,36001000100
1224,-666666666.0,5090.0,3367.0,66.1,20.6,-666666666.0,20.0,80.0,23.9,38.2,17.0,3.0,0.0,9.3,"Census Tract 4.04, Albany County, New York",36,001,000404,100.0,0,1,0,0,36001000404
1225,60450.0,6727.0,6352.0,94.4,5.6,2.13,9.5,7.1,82.8,0.0,2.6,1967.0,54.8,27.3,"Census Tract 130, Albany County, New York",36,001,013000,16.6,0,0,0,0,36001013000
1226,61850.0,6924.0,5878.0,84.9,1.6,2.47,16.6,15.3,79.6,4.2,0.4,1642.0,62.5,34.0,"Census Tract 135.06, Albany County, New York",36,001,013506,31.900000000000002,0,1,0,0,36001013506
1227,73271.0,9673.0,7880.0,81.5,8.3,2.21,15.2,13.4,74.1,6.2,5.0,1751.0,55.1,48.0,"Census Tract 136.01, Albany County, New York",36,001,013601,28.6,0,1,0,0,36001013601
1228,58724.0,7018.0,5862.0,83.5,10.2,2.38,12.1,8.6,86.1,0.3,3.7,2265.0,59.6,25.0,"Census Tract 138.01, Albany County, New York",36,001,013801,20.7,0,0,0,0,36001013801
1229,83429.0,6121.0,5934.0,96.9,1.2,2.37,13.0,11.9,87.6,0.8,0.9,1648.0,59.3,62.3,"Census Tract 142.02, Albany County, New York",36,001,014202,24.9,0,1,0,0,36001014202
1230,52500.0,3266.0,3035.0,92.9,7.9,2.4,14.4,9.5,91.6,0.5,0.0,829.0,63.0,21.1,"Census Tract 144.02, Albany County, New York",36,001,014402,23.9,0,1,0,0,36001014402
1231,100109.0,8068.0,7360.0,91.2,2.7,2.62,10.2,13.4,85.2,0.8,0.4,2494.0,74.5,53.0,"Census Tract 146.07, Albany County, New York",36,001,014607,23.6,1,1,1,1,36001014607
1232,107381.0,4386.0,4104.0,93.6,4.4,2.96,21.0,15.3,87.1,0.6,0.8,1420.0,77.1,38.9,"Census Tract 138.02, Albany County, New York",36,001,013802,36.3,1,1,1,1,36001013802
1233,103482.0,2162.0,1971.0,91.2,5.4,2.45,3.9,6.5,90.9,0.5,1.7,650.0,67.9,55.0,"Census Tract 146.11, Albany County, New York",36,001,014611,10.4,0,0,0,0,36001014611
1234,40673.0,5949.0,3654.0,61.4,28.3,2.45,9.4,5.2,71.3,0.0,11.5,1093.0,38.1,30.1,"Census Tract 20, Albany County, New York",36,001,002000,14.600000000000001,0,0,0,0,36001002000
1235,78482.0,3048.0,2914.0,95.6,6.0,2.52,14.9,9.6,87.8,1.3,0.0,838.0,59.0,34.0,"Census Tract 143.01, Albany County, New York",36,001,014301,24.5,0,1,0,0,36001014301
1236,94960.0,5727.0,5233.0,91.4,5.3,2.62,15.9,14.6,83.8,2.4,0.6,1487.0,66.0,55.2,"Census Tract 142.01, Albany County, New York",36,001,014201,30.5,0,1,0,0,36001014201
1237,35625.0,1469.0,1379.0,93.9,0.6,2.12,26.3,7.2,81.2,0.8,0.0,421.0,56.0,15.7,"Census Tract 175.01, Erie County, New York",36,029,017501,33.5,0,1,0,0,36029017501
1238,59360.0,3942.0,3844.0,97.5,3.0,2.32,28.5,6.5,84.4,0.6,0.3,1503.0,62.0,20.1,"Census Tract 155.04, Erie County, New York",36,029,015504,35.0,0,1,0,0,36029015504
1239,122833.0,4243.0,3883.0,91.5,0.9,2.63,17.7,14.9,87.2,0.7,0.4,1492.0,76.4,60.8,"Census Tract 146.03, Erie County, New York",36,029,014603,32.6,1,1,1,1,36029014603
1240,111483.0,8221.0,7563.0,92.0,0.6,2.79,2.1,2.7,86.0,0.0,0.3,2452.0,76.5,56.0,"Census Tract 146.04, Erie County, New York",36,029,014604,4.800000000000001,1,0,1,0,36029014604
1241,91932.0,5753.0,5502.0,95.6,3.3,2.5,9.0,9.1,87.6,0.0,2.8,1973.0,71.1,37.4,"Census Tract 142.08, Erie County, New York",36,029,014208,18.1,1,0,1,0,36029014208
1242,102378.0,7406.0,7365.0,99.4,0.0,2.93,5.4,4.4,92.6,0.0,0.0,2482.0,86.9,47.8,"Census Tract 142.06, Erie County, New York",36,029,014206,9.8,1,0,1,0,36029014206
1243,76385.0,5472.0,5207.0,95.2,4.3,2.21,2.4,4.8,90.8,0.4,0.1,1638.0,61.3,43.0,"Census Tract 142.07, Erie County, New York",36,029,014207,7.199999999999999,0,0,0,0,36029014207
1244,48468.0,3866.0,3148.0,81.4,5.4,2.03,6.1,23.7,83.6,1.9,1.6,797.0,50.8,31.2,"Census Tract 108.08, Erie County, New York",36,029,010808,29.799999999999997,0,1,0,0,36029010808
1245,40938.0,3466.0,1379.0,39.8,54.8,2.22,28.8,4.4,72.0,4.0,11.3,883.0,62.4,21.5,"Census Tract 102.02, Erie County, New York",36,029,010202,33.2,0,1,0,0,36029010202
1246,30104.0,4665.0,2532.0,54.3,18.3,2.79,17.5,4.0,69.7,1.0,11.7,599.0,60.1,10.6,"Census Tract 58.02, Erie County, New York",36,029,005802,21.5,0,0,0,0,36029005802
1247,62324.0,2816.0,2044.0,72.6,27.0,2.2,37.7,6.0,81.5,2.2,1.9,1001.0,60.4,45.6,"Census Tract 102.01, Erie County, New York",36,029,010201,43.7,0,1,0,0,36029010201
1248,24135.0,4214.0,2413.0,57.3,17.7,2.07,3.9,7.9,55.1,12.2,14.3,715.0,43.3,34.2,"Census Tract 69.02, Erie County, New York",36,029,006902,11.8,0,0,0,0,36029006902
1249,32648.0,4074.0,1914.0,47.0,10.3,2.1,0.8,8.1,63.9,3.5,13.7,641.0,26.2,60.3,"Census Tract 91.15, Erie County, New York",36,029,009115,8.9,0,0,0,0,36029009115
1250,101815.0,5915.0,5056.0,85.5,3.5,2.83,3.9,2.7,89.7,0.0,1.1,1729.0,77.8,60.4,"Census Tract 90.10, Erie County, New York",36,029,009010,6.6,1,0,1,0,36029009010
1251,77786.0,4994.0,4901.0,98.1,1.3,2.44,11.5,15.9,76.4,3.2,0.2,1423.0,67.8,46.6,"Census Tract 112.07, Monroe County, New York",36,055,011207,27.4,1,1,1,1,36055011207
1252,73107.0,3119.0,3069.0,98.4,1.1,2.38,13.4,12.4,84.1,4.6,0.0,850.0,65.0,45.7,"Census Tract 124.01, Monroe County, New York",36,055,012401,25.8,0,1,0,0,36055012401
1253,117885.0,6131.0,5921.0,96.6,0.3,2.81,3.7,3.4,85.1,0.0,0.0,2024.0,84.5,65.8,"Census Tract 124.02, Monroe County, New York",36,055,012402,7.1,1,0,1,0,36055012402
1254,61771.0,4833.0,3614.0,74.8,12.2,2.58,7.8,26.0,78.7,2.9,3.4,1178.0,63.8,34.3,"Census Tract 132.05, Monroe County, New York",36,055,013205,33.8,0,1,0,0,36055013205
1255,40331.0,3292.0,240.0,7.3,0.2,2.77,5.7,0.0,69.3,0.0,0.0,910.0,37.5,25.8,"Census Tract 9400, Franklin County, New York",36,033,940000,5.7,0,0,0,0,36033940000
1256,55000.0,5727.0,2626.0,45.9,41.9,2.33,9.4,4.5,71.7,1.7,0.0,621.0,68.2,5.4,"Census Tract 9505.02, Franklin County, New York",36,033,950502,13.9,0,0,0,0,36033950502
1257,35015.0,3672.0,3626.0,98.7,1.4,2.28,13.1,11.2,70.9,7.6,2.9,659.0,57.7,24.1,"Census Tract 9505.01, Franklin County, New York",36,033,950501,24.299999999999997,0,1,0,0,36033950501
1258,-666666666.0,0.0,0.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,0.0,-666666666.0,-666666666.0,"Census Tract 9801, Oneida County, New York",36,065,980100,-1333333332.0,0,0,0,0,36065980100
1259,91512.0,11106.0,10716.0,96.5,1.7,2.58,2.6,6.6,86.1,0.6,0.6,3389.0,71.7,52.0,"Census Tract 501.02, Ontario County, New York",36,069,050102,9.2,1,0,1,0,36069050102
1260,55050.0,4390.0,4196.0,95.6,2.8,2.24,2.9,8.5,89.0,0.7,0.6,946.0,63.7,25.8,"Census Tract 506.02, Ontario County, New York",36,069,050602,11.4,0,0,0,0,36069050602
1261,57619.0,3517.0,3497.0,99.4,0.4,2.64,3.6,7.0,80.1,1.4,0.0,1009.0,69.9,16.9,"Census Tract 9701, Cortland County, New York",36,023,970100,10.6,1,0,0,0,36023970100
1262,52903.0,4589.0,4455.0,97.1,1.5,2.6,4.2,6.2,80.0,2.1,0.3,1389.0,70.0,12.6,"Census Tract 9711, Cortland County, New York",36,023,971100,10.4,1,0,0,0,36023971100
1263,43479.0,3637.0,3591.0,98.7,0.3,2.22,13.4,13.4,81.8,7.5,0.9,830.0,52.7,24.7,"Census Tract 9705, Cortland County, New York",36,023,970500,26.8,0,1,0,0,36023970500
1264,43750.0,5787.0,1944.0,33.6,32.0,2.57,9.3,15.5,5.4,14.1,71.3,96.0,53.8,29.8,"Census Tract 172, New York County, New York",36,061,017200,24.8,0,1,0,0,36061017200
1265,33958.0,4520.0,835.0,18.5,59.1,2.76,5.6,12.6,8.7,10.2,70.6,25.0,57.1,27.6,"Census Tract 215, New York County, New York",36,061,021500,18.2,0,0,0,0,36061021500
1266,81513.0,4609.0,1821.0,39.5,40.6,2.48,3.7,2.8,8.2,6.7,72.5,610.0,55.5,65.1,"Census Tract 257, New York County, New York",36,061,025700,6.5,0,0,0,0,36061025700
1267,147738.0,2674.0,2290.0,85.6,3.6,1.84,9.2,24.2,4.3,27.1,47.9,568.0,34.5,77.4,"Census Tract 37, New York County, New York",36,061,003700,33.4,0,1,0,0,36061003700
1268,25285.0,4421.0,650.0,14.7,56.8,2.44,5.0,12.5,8.7,8.2,77.0,10.0,53.1,22.1,"Census Tract 242, New York County, New York",36,061,024200,17.5,0,0,0,0,36061024200
